O*NET-SOC Code,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation Monitoring,Operation and Control,Operations Analysis,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing,major,minor,broad,detailed
49-3093.00,2.0,2.5,2.25,2.12,2.38,2.0,1.62,1.0,2.25,2.12,2.25,0.75,1.62,2.25,1.88,2.25,2.12,2.75,2.88,0.0,2.0,0.0,2.38,2.0,2.75,0.0,2.62,2.25,2.25,2.0,2.0,0.5,2.62,2.62,2.12,"Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Tire Repairers and Changers
49-9011.00,2.38,2.62,2.88,2.88,2.88,2.88,2.5,3.12,2.5,2.62,2.25,1.0,1.75,2.38,2.5,2.75,2.38,2.75,2.88,1.12,2.75,0.0,3.38,2.75,3.38,0.12,2.5,2.5,2.62,1.5,1.62,1.38,2.62,3.12,2.88,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Control and Valve Installers and Repairers,Mechanical Door Repairers
49-9012.00,2.75,2.88,2.75,2.75,2.88,3.0,2.25,1.5,2.12,3.0,2.12,0.38,0.75,1.75,1.38,2.62,1.62,3.25,2.75,1.12,1.62,0.38,3.38,2.88,3.0,1.38,2.5,2.75,2.62,2.0,1.75,0.75,2.75,2.88,2.75,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Control and Valve Installers and Repairers,"Control and Valve Installers and Repairers, Except Mechanical Door"
49-9021.01,3.0,3.25,3.0,3.12,3.25,3.62,2.62,3.62,2.75,3.0,2.5,1.12,1.5,2.38,2.88,3.0,2.12,3.12,3.12,2.12,2.62,0.38,3.38,3.38,3.88,1.12,2.62,3.0,3.12,2.88,3.0,1.88,3.0,3.88,3.0,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
49-9021.02,3.25,2.75,3.38,3.25,3.88,3.75,3.25,3.62,3.38,3.0,3.0,1.75,2.62,3.25,2.88,3.62,2.38,3.5,3.62,1.88,2.75,0.5,3.62,2.88,3.88,1.38,2.75,3.0,3.12,3.0,3.25,1.5,3.12,3.88,2.88,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
49-9031.00,2.38,3.12,2.75,2.75,3.25,3.25,2.62,2.38,2.5,2.62,2.25,1.38,1.38,2.25,1.75,3.12,2.0,3.38,3.25,2.12,2.12,0.38,3.75,3.0,3.62,1.62,3.12,2.75,2.88,2.12,2.12,1.25,2.62,3.62,2.75,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Home Appliance Repairers,Home Appliance Repairers
49-9041.00,3.0,3.0,3.0,2.88,3.5,4.12,3.0,3.0,2.88,3.0,3.0,0.62,1.12,2.25,2.5,3.0,2.0,4.0,3.62,2.12,2.25,1.75,3.62,3.12,4.12,1.75,2.12,2.12,2.88,2.88,2.88,2.12,3.0,3.88,2.88,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Industrial Machinery Installation, Repair, and Maintenance Workers",Industrial Machinery Mechanics
49-9043.00,2.38,2.88,3.0,3.0,2.88,3.62,2.88,1.5,2.12,2.25,1.5,0.38,0.88,1.38,1.38,2.75,1.62,3.62,3.38,1.88,1.88,0.5,3.25,2.88,3.75,1.12,1.88,2.38,2.5,2.12,2.25,1.25,2.0,3.38,2.38,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Industrial Machinery Installation, Repair, and Maintenance Workers","Maintenance Workers, Machinery"
49-9044.00,3.12,2.88,3.25,3.62,3.38,3.62,2.38,3.88,3.12,3.12,2.75,0.62,1.38,2.88,2.88,3.25,2.75,3.5,3.25,0.88,2.75,0.5,3.38,3.38,3.62,0.62,2.75,2.62,2.62,2.62,2.88,1.5,3.25,3.62,2.62,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Industrial Machinery Installation, Repair, and Maintenance Workers",Millwrights
49-9045.00,2.12,2.88,2.12,2.75,3.0,2.75,1.88,0.38,2.38,2.62,2.12,0.62,0.88,1.88,1.75,2.75,1.88,3.25,3.0,1.25,1.75,0.0,2.75,2.62,2.75,0.0,2.0,2.38,2.75,1.62,1.38,0.75,2.5,2.88,2.25,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Industrial Machinery Installation, Repair, and Maintenance Workers","Refractory Materials Repairers, Except Brickmasons"
49-9051.00,3.0,3.12,3.25,3.25,3.38,3.12,2.12,1.88,2.88,3.25,2.88,0.38,0.88,3.0,1.62,3.25,2.5,3.38,3.25,1.62,3.0,0.5,3.12,3.12,3.38,1.25,2.75,2.88,2.88,3.12,3.0,1.25,3.25,3.38,2.75,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Line Installers and Repairers,Electrical Power-Line Installers and Repairers
49-9052.00,2.5,3.0,3.12,3.12,3.0,2.75,2.0,1.12,2.0,2.75,2.12,0.62,0.88,2.25,1.5,2.88,2.38,3.12,3.0,1.38,2.5,0.5,3.0,3.0,2.62,1.88,2.75,2.75,2.62,2.5,2.5,1.25,2.88,3.38,2.88,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Line Installers and Repairers,Telecommunications Line Installers and Repairers
49-9061.00,3.25,3.0,3.38,2.25,3.38,3.75,3.5,1.12,0.0,3.0,2.38,1.62,2.12,1.12,2.75,3.0,1.62,2.88,2.5,2.0,2.25,0.75,3.62,3.5,4.12,1.75,2.25,2.5,2.62,2.12,2.12,2.62,2.88,3.88,3.0,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Precision Instrument and Equipment Repairers,Camera and Photographic Equipment Repairers
49-9062.00,3.25,2.88,3.12,2.88,3.62,4.0,3.12,2.0,3.12,3.12,2.88,1.5,2.12,2.75,3.12,3.25,2.5,3.62,3.0,2.12,2.75,0.62,3.62,3.75,4.0,2.25,2.88,2.75,2.88,3.0,3.12,2.0,2.75,4.0,2.88,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Precision Instrument and Equipment Repairers,Medical Equipment Repairers
49-9063.00,3.25,2.75,2.88,2.25,3.38,2.88,2.62,0.75,2.5,3.0,2.38,1.62,2.12,1.88,1.62,2.75,2.75,2.75,2.38,1.62,2.88,0.0,3.5,2.62,3.25,1.38,2.88,2.75,2.5,2.5,2.62,1.75,3.0,3.12,2.5,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Precision Instrument and Equipment Repairers,Musical Instrument Repairers and Tuners
49-9064.00,2.25,2.62,2.62,2.12,2.88,2.62,2.38,0.75,1.75,2.75,1.25,1.12,1.0,1.5,1.62,2.38,1.25,2.25,2.25,1.25,1.75,0.0,2.75,2.5,3.12,1.38,2.75,2.5,2.5,1.62,1.75,1.0,2.38,2.75,1.88,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Precision Instrument and Equipment Repairers,Watch Repairers
49-9071.00,3.12,2.88,3.0,3.0,3.12,4.0,3.12,3.12,2.25,3.0,2.25,1.25,1.25,2.25,2.38,3.0,1.62,3.12,3.12,2.0,1.62,0.12,3.12,3.12,4.0,0.88,2.12,2.62,2.88,2.25,2.38,1.62,2.88,3.5,2.88,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Maintenance and Repair Workers, General","Maintenance and Repair Workers, General"
49-9081.00,2.88,2.88,3.0,3.38,3.12,3.5,2.62,1.38,3.25,3.0,3.0,1.5,2.12,2.62,2.62,3.0,2.0,3.38,3.12,1.25,2.12,0.75,3.12,3.38,3.75,2.0,2.25,2.5,2.75,2.75,2.75,1.88,2.75,3.75,2.62,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Wind Turbine Service Technicians,Wind Turbine Service Technicians
49-9091.00,2.12,2.88,2.88,2.62,2.88,3.12,2.25,2.0,2.12,2.75,1.62,1.12,1.12,1.62,1.75,3.0,1.75,3.12,3.12,0.75,2.0,0.0,2.75,3.0,3.25,1.12,2.88,2.62,2.5,2.5,2.38,0.12,2.75,3.12,2.88,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers","Coin, Vending, and Amusement Machine Servicers and Repairers"
49-9092.00,2.88,3.62,3.25,3.5,3.62,3.0,2.88,2.0,3.12,3.25,2.75,0.75,1.12,2.75,2.12,3.38,2.5,3.62,3.25,1.75,2.5,0.25,3.38,3.38,3.25,2.25,2.38,2.75,3.25,2.62,2.38,1.0,3.12,3.0,3.0,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers",Commercial Divers
49-9093.00,1.62,2.38,2.38,2.25,2.38,0.0,0.38,0.0,1.5,2.12,0.12,1.0,1.12,1.88,2.25,2.25,1.88,2.12,2.62,0.88,2.12,0.0,1.88,2.25,0.0,0.0,2.25,2.12,2.0,1.88,1.62,1.12,2.5,1.62,1.88,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers","Fabric Menders, Except Garment"
49-9094.00,2.5,2.75,2.62,2.62,3.12,3.0,2.38,2.12,2.25,2.88,2.38,0.88,1.25,1.88,2.38,2.5,1.75,2.25,2.75,0.38,2.0,0.62,3.12,2.5,3.25,0.12,2.38,2.12,2.5,2.12,1.75,1.38,2.75,2.88,2.38,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers",Locksmiths and Safe Repairers
49-9095.00,3.0,2.88,3.25,3.62,3.25,2.62,2.62,2.38,3.12,3.0,3.12,2.12,2.38,3.12,2.88,3.38,2.75,3.12,3.25,2.0,3.0,0.0,3.62,3.12,3.38,0.88,2.75,2.75,2.88,2.62,2.88,1.5,3.12,3.25,2.88,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers",Manufactured Building and Mobile Home Installers
49-9096.00,2.38,2.62,2.62,3.0,3.0,2.25,2.5,1.62,2.12,3.12,0.5,0.12,0.12,2.75,0.38,3.0,1.88,2.75,3.0,2.12,2.25,0.0,2.75,2.25,2.38,1.38,1.75,2.0,2.5,2.0,1.88,0.12,2.88,2.62,2.25,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers",Riggers
49-9097.00,2.88,2.62,2.88,3.0,3.12,3.88,2.88,3.25,2.75,3.12,2.62,1.12,1.38,2.38,2.5,2.88,1.75,3.62,3.12,0.38,2.12,0.75,3.75,2.88,4.0,1.12,2.12,2.25,2.38,2.12,2.12,1.12,2.88,4.0,2.88,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers",Signal and Track Switch Repairers
49-9098.00,2.62,2.88,2.38,3.0,3.12,3.25,2.38,2.0,2.38,2.62,2.25,0.25,0.75,1.5,1.5,3.0,1.5,2.88,3.12,0.75,1.88,0.62,3.0,2.38,3.0,0.25,2.38,2.25,2.62,1.88,1.75,0.88,2.5,2.88,1.75,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers","Helpers--Installation, Maintenance, and Repair Workers"
49-9099.01,2.88,2.75,3.0,3.25,3.0,3.38,2.62,2.75,2.62,3.0,2.38,1.25,1.75,2.12,2.75,3.5,1.88,3.88,3.62,1.5,2.25,1.0,3.12,3.0,3.5,1.88,2.12,2.0,2.62,2.75,2.62,1.62,2.62,3.5,3.0,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers","Installation, Maintenance, and Repair Workers, All Other"
51-1011.00,3.25,3.75,3.5,3.88,3.88,2.25,2.12,0.38,3.25,3.25,3.25,2.75,2.62,3.88,2.5,3.5,3.12,3.25,2.62,3.0,3.12,0.25,3.12,3.62,2.38,0.88,2.88,3.75,3.88,3.12,3.0,1.12,3.88,2.5,3.75,Production Occupations,Supervisors of Production Workers,First-Line Supervisors of Production and Operating Workers,First-Line Supervisors of Production and Operating Workers
51-2011.00,3.25,3.0,3.12,3.0,3.12,2.62,2.75,3.0,3.0,3.12,3.0,1.0,1.25,2.5,2.88,3.12,1.88,3.25,3.0,1.38,2.12,0.0,3.75,3.38,2.62,1.5,2.0,2.38,2.75,2.62,2.5,1.88,2.88,3.38,2.88,Production Occupations,Assemblers and Fabricators,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
51-2021.00,2.12,3.0,2.12,2.62,3.0,0.75,0.75,0.62,2.0,2.5,1.88,0.0,0.38,1.38,1.0,3.0,1.62,3.0,3.0,0.75,1.75,0.0,2.12,2.75,0.75,0.12,1.38,2.5,2.5,1.38,1.12,0.75,2.38,1.62,2.0,Production Occupations,Assemblers and Fabricators,"Electrical, Electronics, and Electromechanical Assemblers","Coil Winders, Tapers, and Finishers"
51-2022.00,2.75,2.88,2.5,2.88,3.0,1.5,1.5,1.62,2.5,2.62,2.0,0.5,0.88,2.0,2.0,2.88,1.88,3.0,2.88,0.62,1.88,0.25,2.5,3.12,1.75,1.5,2.38,2.5,2.75,1.5,1.5,0.75,2.75,2.0,2.62,Production Occupations,Assemblers and Fabricators,"Electrical, Electronics, and Electromechanical Assemblers",Electrical and Electronic Equipment Assemblers
51-2023.00,2.12,2.75,2.12,2.62,3.0,2.88,1.75,0.5,2.38,2.62,1.75,0.38,0.75,1.88,1.75,2.62,2.0,3.0,2.12,0.62,2.0,0.5,3.38,3.0,2.5,2.0,1.75,2.12,2.62,1.5,1.25,0.88,2.62,3.25,2.38,Production Occupations,Assemblers and Fabricators,"Electrical, Electronics, and Electromechanical Assemblers",Electromechanical Equipment Assemblers
51-2031.00,2.25,3.0,2.25,2.25,3.0,2.88,2.25,1.38,2.25,2.5,2.0,0.62,1.12,2.12,2.0,3.0,2.0,3.12,2.88,0.75,2.0,0.75,3.25,3.12,2.88,1.62,2.0,2.12,2.88,2.0,2.0,1.0,2.25,3.0,2.25,Production Occupations,Assemblers and Fabricators,Engine and Other Machine Assemblers,Engine and Other Machine Assemblers
51-2041.00,1.62,3.0,2.25,2.62,2.25,0.88,1.5,0.25,1.88,2.38,0.75,0.0,0.12,2.0,1.88,2.5,1.75,2.38,2.38,1.25,2.12,0.0,2.5,2.38,0.88,0.62,1.75,2.25,2.5,0.5,0.5,0.5,2.38,2.0,2.0,Production Occupations,Assemblers and Fabricators,Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters
51-2091.00,2.75,2.75,2.75,2.88,2.88,0.0,1.12,0.12,2.75,2.75,2.75,1.25,1.62,2.12,2.38,3.12,2.38,2.88,2.88,0.25,2.5,0.0,3.0,2.75,0.25,1.38,2.25,2.38,2.5,2.0,2.0,1.12,2.5,1.75,2.5,Production Occupations,Assemblers and Fabricators,Miscellaneous Assemblers and Fabricators,Fiberglass Laminators and Fabricators
51-2092.00,2.12,2.88,2.5,3.38,3.0,2.0,1.12,0.0,2.62,2.62,2.38,0.62,0.75,2.38,1.38,3.0,1.62,2.88,2.88,0.5,2.25,0.5,2.75,2.62,1.5,0.0,1.88,2.5,3.0,1.88,1.75,0.25,2.5,2.0,2.88,Production Occupations,Assemblers and Fabricators,Miscellaneous Assemblers and Fabricators,Team Assemblers
51-2093.00,2.25,2.62,2.75,2.0,2.88,2.88,2.5,1.25,2.25,2.62,2.0,0.75,0.62,1.62,1.62,2.62,0.88,2.5,2.62,0.88,1.88,0.5,2.75,2.62,3.12,1.75,2.38,2.38,2.62,1.88,2.0,0.88,2.62,2.62,2.38,Production Occupations,Assemblers and Fabricators,Miscellaneous Assemblers and Fabricators,Timing Device Assemblers and Adjusters
51-3011.00,3.0,2.62,2.0,2.75,2.62,0.38,0.38,0.0,1.75,2.75,2.0,0.5,1.38,1.75,1.88,2.88,1.75,2.62,2.0,1.88,1.88,0.0,2.12,2.75,0.12,1.12,2.12,2.5,2.75,2.12,2.0,0.38,2.62,1.25,2.0,Production Occupations,Food Processing Workers,Bakers,Bakers
51-3021.00,2.25,2.75,2.38,2.88,3.25,0.0,0.5,0.0,2.38,2.25,2.38,1.62,1.25,2.62,2.25,2.62,3.0,2.25,2.12,1.25,2.75,0.0,2.25,2.88,0.0,0.62,2.62,2.62,2.62,1.88,1.88,0.0,3.0,1.75,2.5,Production Occupations,Food Processing Workers,"Butchers and Other Meat, Poultry, and Fish Processing Workers",Butchers and Meat Cutters
51-3022.00,1.75,2.38,2.12,2.38,2.62,0.0,0.75,0.0,2.25,2.0,1.88,1.0,1.12,2.0,1.75,2.5,2.12,2.12,2.0,0.62,1.88,0.0,2.0,2.12,0.0,0.0,2.25,2.25,2.5,0.0,0.12,0.0,2.38,1.88,2.0,Production Occupations,Food Processing Workers,"Butchers and Other Meat, Poultry, and Fish Processing Workers","Meat, Poultry, and Fish Cutters and Trimmers"
51-3023.00,1.5,2.5,2.0,2.38,2.0,0.0,0.38,0.0,1.62,1.88,1.0,0.5,0.75,1.5,1.0,1.88,1.5,2.0,1.75,0.62,1.38,0.0,1.62,1.5,0.0,0.0,1.5,1.88,2.38,0.75,0.88,0.0,1.62,1.0,1.38,Production Occupations,Food Processing Workers,"Butchers and Other Meat, Poultry, and Fish Processing Workers",Slaughterers and Meat Packers
51-3091.00,2.62,2.5,2.62,2.75,2.88,2.5,1.88,1.0,2.62,2.5,2.5,0.0,0.25,2.25,0.5,3.0,2.0,3.5,3.0,1.5,2.25,0.0,3.0,2.75,2.12,1.12,2.0,2.38,2.62,1.38,1.38,0.5,2.38,2.25,2.75,Production Occupations,Food Processing Workers,Miscellaneous Food Processing Workers,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
51-3092.00,2.25,2.75,2.75,3.0,3.0,1.75,1.0,0.0,2.25,2.5,1.75,0.0,0.5,2.0,2.12,2.88,1.62,3.0,3.0,2.12,1.62,0.25,2.12,3.0,1.0,1.5,1.88,2.75,2.75,1.12,1.12,0.38,2.62,2.0,2.75,Production Occupations,Food Processing Workers,Miscellaneous Food Processing Workers,Food Batchmakers
51-3093.00,2.38,2.5,2.12,2.88,2.38,1.88,1.38,0.0,2.25,2.25,2.0,0.38,0.88,1.88,1.88,2.88,1.62,3.12,3.0,0.88,1.38,0.38,2.88,2.62,1.12,0.88,1.88,2.5,2.12,1.38,1.12,0.88,2.12,2.0,2.62,Production Occupations,Food Processing Workers,Miscellaneous Food Processing Workers,Food Cooking Machine Operators and Tenders
51-4011.00,3.12,3.25,3.0,2.88,4.0,3.12,3.12,2.0,3.0,3.0,3.0,1.12,1.5,2.38,2.88,3.88,2.12,4.0,3.75,2.38,2.5,2.62,3.75,3.62,3.0,1.5,2.12,2.75,3.0,2.88,2.88,1.88,3.0,3.25,2.88,Production Occupations,Metal Workers and Plastic Workers,Computer Control Programmers and Operators,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
51-4012.00,3.75,3.12,3.38,3.0,3.62,2.38,3.0,0.88,3.0,3.25,2.88,1.75,2.12,2.62,3.62,3.88,2.38,3.62,3.12,2.5,2.5,4.0,3.0,3.75,2.5,1.75,2.12,2.75,3.12,3.0,3.0,2.38,3.0,2.88,3.25,Production Occupations,Metal Workers and Plastic Workers,Computer Control Programmers and Operators,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic"
51-4021.00,2.38,2.62,2.75,2.75,2.5,2.62,2.62,1.88,2.25,2.88,2.12,0.62,1.62,2.12,2.25,3.12,1.88,3.62,3.38,1.88,2.25,0.0,3.38,2.62,2.75,1.25,2.12,2.38,2.62,1.75,1.75,0.75,2.5,2.62,2.38,Production Occupations,Metal Workers and Plastic Workers,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4022.00,2.38,2.88,2.88,2.5,2.75,2.25,1.5,0.62,1.88,2.5,1.88,0.25,0.5,1.62,1.75,2.88,1.75,3.12,3.0,1.12,2.12,0.25,3.25,2.88,2.25,0.5,1.62,2.25,2.62,1.25,1.25,0.88,2.5,2.75,2.62,Production Occupations,Metal Workers and Plastic Workers,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic","Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4023.00,2.62,2.75,2.88,3.12,3.25,3.25,2.38,1.62,2.75,2.75,2.88,0.75,1.25,2.75,2.75,3.12,1.88,4.0,3.75,1.5,2.12,0.88,3.75,2.88,2.88,0.62,2.0,2.38,2.62,2.5,2.38,1.0,3.12,3.0,2.62,Production Occupations,Metal Workers and Plastic Workers,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic","Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4031.00,2.5,2.75,2.75,2.75,2.62,2.88,1.38,1.12,2.12,2.75,1.88,0.25,1.0,1.62,2.12,2.62,2.5,3.38,3.38,1.88,2.5,0.0,3.38,3.38,2.5,0.62,1.75,2.25,2.88,1.12,1.12,0.5,2.62,2.5,2.75,Production Occupations,Metal Workers and Plastic Workers,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4032.00,2.38,3.0,2.75,2.25,3.12,2.38,2.25,1.5,2.0,2.75,2.12,0.5,0.75,2.12,2.25,3.12,1.88,3.5,3.12,1.88,2.0,0.25,2.88,2.88,2.38,0.62,2.0,2.25,3.0,2.12,2.0,1.12,2.38,2.75,2.75,Production Occupations,Metal Workers and Plastic Workers,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4033.00,2.38,2.5,2.62,2.25,2.88,2.75,2.38,1.25,2.38,2.75,2.0,0.88,1.12,2.12,3.0,3.38,1.75,3.88,3.75,1.75,1.88,0.88,3.75,3.25,2.5,1.0,1.75,2.25,2.5,2.38,2.5,1.0,2.38,2.62,2.38,Production Occupations,Metal Workers and Plastic Workers,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4034.00,2.0,2.75,2.75,2.75,3.0,2.5,2.25,1.0,2.12,2.5,1.62,0.38,0.38,1.62,2.25,3.0,1.25,2.88,3.12,1.62,1.5,0.38,2.88,3.0,2.12,1.0,1.5,2.25,2.62,1.62,1.38,1.12,2.25,2.5,2.0,Production Occupations,Metal Workers and Plastic Workers,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4035.00,2.62,3.25,2.88,2.25,3.0,2.0,1.88,1.12,2.25,2.38,1.75,0.88,0.62,1.88,2.5,3.12,1.5,3.5,2.62,2.25,1.88,0.5,3.0,2.88,2.0,0.88,2.0,2.25,2.5,2.0,2.0,1.0,2.5,2.5,2.25,Production Occupations,Metal Workers and Plastic Workers,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4041.00,2.88,2.88,3.0,3.0,3.12,2.75,2.62,2.25,2.88,2.75,2.62,0.38,1.0,2.25,2.62,3.25,2.12,3.38,3.25,2.0,2.5,1.12,3.0,3.0,2.62,0.88,2.38,2.75,3.0,2.25,2.25,2.25,2.75,2.75,2.75,Production Occupations,Metal Workers and Plastic Workers,Machinists,Machinists
51-4051.00,1.88,2.62,2.62,2.12,2.75,2.62,2.25,0.12,2.25,2.62,2.0,0.88,1.5,2.62,2.75,3.25,1.5,3.75,3.62,1.25,1.75,0.0,3.25,2.75,2.25,1.75,1.62,2.25,2.5,2.0,2.0,0.25,2.75,2.38,2.5,Production Occupations,Metal Workers and Plastic Workers,"Metal Furnace Operators, Tenders, Pourers, and Casters",Metal-Refining Furnace Operators and Tenders
51-4052.00,2.0,2.75,2.12,2.75,2.75,2.62,1.62,0.5,1.75,2.62,2.0,0.5,0.88,1.38,1.5,3.0,1.75,3.0,3.0,1.25,1.88,0.0,2.75,2.5,2.38,0.88,2.0,2.25,2.5,0.0,1.0,0.0,2.38,2.5,1.38,Production Occupations,Metal Workers and Plastic Workers,"Metal Furnace Operators, Tenders, Pourers, and Casters","Pourers and Casters, Metal"
51-4061.00,2.5,3.0,2.88,2.62,3.12,2.62,2.75,0.75,2.0,2.5,1.88,1.0,1.38,1.88,2.62,3.0,1.62,3.12,3.38,2.25,2.38,0.0,3.38,3.12,2.5,1.5,1.5,2.88,2.88,0.75,1.62,1.88,3.0,3.0,2.25,Production Occupations,Metal Workers and Plastic Workers,"Model Makers and Patternmakers, Metal and Plastic","Model Makers, Metal and Plastic"
51-4062.00,2.25,2.88,2.62,2.88,3.0,1.88,1.75,1.0,2.12,2.5,2.12,0.62,0.88,1.75,2.38,3.25,1.75,3.0,3.0,2.62,2.0,0.62,2.75,3.12,1.62,1.38,1.75,2.62,2.75,1.38,2.0,1.75,2.38,1.88,2.0,Production Occupations,Metal Workers and Plastic Workers,"Model Makers and Patternmakers, Metal and Plastic","Patternmakers, Metal and Plastic"
51-4071.00,1.75,2.25,2.25,2.25,2.62,0.25,1.25,0.5,1.75,2.12,0.38,0.75,1.12,1.88,1.88,2.88,1.62,2.12,1.38,1.12,1.75,0.0,2.0,2.0,0.25,0.25,1.38,2.12,1.88,0.0,1.12,0.0,2.5,2.0,1.88,Production Occupations,Metal Workers and Plastic Workers,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",Foundry Mold and Coremakers
51-4072.00,2.25,2.5,2.38,2.0,2.5,2.62,2.0,1.12,1.75,2.25,1.88,0.0,0.38,1.62,2.12,2.88,1.5,3.75,3.62,1.75,1.62,0.0,3.38,2.38,2.5,0.25,1.38,2.0,2.25,0.12,1.62,1.0,2.38,2.75,2.25,Production Occupations,Metal Workers and Plastic Workers,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic","Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4081.00,2.88,3.0,3.0,2.88,3.12,3.12,2.12,1.88,3.0,2.62,2.62,0.62,0.88,2.0,2.0,3.0,2.0,3.62,3.38,1.88,2.12,0.62,3.25,3.0,2.88,0.25,2.0,2.12,3.0,2.12,2.12,1.12,2.75,2.88,2.62,Production Occupations,Metal Workers and Plastic Workers,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
